Row ID,Company Name,Rating,Job Title,Salary,Salaries Reported,Location,Employment Status,Job Roles
80849,ONION CREDIT,Excellent,Android Developer,1155150.0,1,Hyderabad,Full Time,Mobile
80853,Verstraete IML,Good,Android Developer,956736.0,1,Hyderabad,Full Time,Mobile
80854,Deep Minds,Average,Android Developer,681312.0,1,Hyderabad,Full Time,Mobile
80855,Yeeooh Labs,Excellent,Android Developer,2079270.0,1,Hyderabad,Full Time,Mobile
80858,Avantech Web Grid,Bad,Android Developer,604000.0,1,Hyderabad,Full Time,Mobile
80859,Zūm,Good,Android Developer,996600.0,1,Hyderabad,Full Time,Mobile
80861,Mutual Mobile,Excellent,Android Software Engineer,1848240.0,2,Hyderabad,Full Time,Mobile
80862,Gemini Consulting,Good,Senior Android Developer,1594560.0,2,Hyderabad,Full Time,Mobile
80863,WINIT Software,Average,Senior Android Developer,1174176.0,2,Hyderabad,Full Time,Mobile
80866,Catalog IT Solutions,Good,Senior Android Developer,1315512.0,2,Hyderabad,Full Time,Mobile
80869,OnePlus Global,Average,Android Quality Engineer,1159680.0,2,Hyderabad,Full Time,Mobile
80870,Amazon,Good,Android Software Engineer,1243756.8,1,Hyderabad,Full Time,Mobile
80871,Zenoti,Excellent,Android Software Engineer,2310300.0,1,Hyderabad,Full Time,Mobile
80873,MySmartPrice,Good,Android Software Engineer,3189120.0,1,Hyderabad,Full Time,Mobile
80874,Nexii IT Labs,Good,Android Software Engineer,1395240.0,1,Hyderabad,Full Time,Mobile
80876,Mirabel Technologies,Good,Software Engineer(Android),1195920.0,1,Hyderabad,Full Time,Mobile
80878,HCL Technologies,Good,Senior Android Developer,2056982.4,1,Hyderabad,Full Time,Mobile
80879,IBM,Good,Senior Android Developer,2989800.0,1,Hyderabad,Full Time,Mobile
80880,Mindtree,Good,Senior Android Developer,1993200.0,1,Hyderabad,Full Time,Mobile
80881,ABC,Good,Senior Android Developer,1594560.0,1,Hyderabad,Full Time,Mobile
80882,Other,Good,Senior Android Developer,2391840.0,1,Hyderabad,Full Time,Mobile
80883,Conduent,Average,Senior Android Developer,966400.0,1,Hyderabad,Full Time,Mobile
80884,Ivy,Good,Senior Android Developer,2591160.0,1,Hyderabad,Full Time,Mobile
80885,Innominds Software,Good,Senior Android Developer,2192520.0,1,Hyderabad,Full Time,Mobile
80886,Velocis Systems,Good,Senior Android Developer,861062.4,1,Hyderabad,Full Time,Mobile
80887,Darwinbox,Good,Senior Android Developer,2591160.0,1,Hyderabad,Full Time,Mobile
80888,Evoke Technologies,Good,Senior Android Developer,1793880.0,1,Hyderabad,Full Time,Mobile
80889,MosChip,Good,Senior Android Developer,3587760.0,1,Hyderabad,Full Time,Mobile
80890,Pervacio,Average,Senior Android Developer,1328800.0,1,Hyderabad,Full Time,Mobile
80891,Android Developer,Good,Senior Android Developer,996600.0,1,Hyderabad,Full Time,Mobile
80892,Gaian Solutions India,Good,Senior Android Developer,3587760.0,1,Hyderabad,Full Time,Mobile
80893,Nspira Management Services,Good,Senior Android Developer,2192520.0,1,Hyderabad,Full Time,Mobile
80894,Option Matrix Pvt,Excellent,Senior Android Developer,1358456.4,1,Hyderabad,Full Time,Mobile
80895,Sureify,Good,Senior Android Developer,2790480.0,1,Hyderabad,Full Time,Mobile
80896,Omniwyse,Good,Senior Android Developer,1793880.0,1,Hyderabad,Full Time,Mobile
80897,Truzio,Excellent,Senior Android Developer,1617210.0,1,Hyderabad,Full Time,Mobile
80898,Logituit,Good,Senior Android Developer,996600.0,1,Hyderabad,Full Time,Mobile
80899,Mize,Good,Senior Android Developer,1395240.0,1,Hyderabad,Full Time,Mobile
80900,Iblesoft,Excellent,Senior Android Developer,1857481.2,1,Hyderabad,Full Time,Mobile
80901,Icrea Infotech,Good,Senior Android Developer,1195920.0,1,Hyderabad,Full Time,Mobile
80903,Halcyon Technologies,Good,Senior Android Developer,1698206.4,1,Hyderabad,Full Time,Mobile
80905,The George Institute for Global Health,Good,Senior Android Developer,2989800.0,1,Hyderabad,Full Time,Mobile
80906,C-Tel Infosystems,Good,Senior Android Developer,996600.0,1,Hyderabad,Full Time,Mobile
80907,EffiaSoft,Good,Senior Android Developer,1395240.0,1,Hyderabad,Full Time,Mobile
80910,ParamInfo,Excellent,Senior Android Developer,2079270.0,1,Hyderabad,Full Time,Mobile
80911,CarTradeExchange,Good,Senior Android Developer,1993200.0,1,Hyderabad,Full Time,Mobile
80912,RIG Enterprise Applications,Good,Senior Android Developer,1793880.0,1,Hyderabad,Full Time,Mobile
80914,Sparity,Good,Senior Android Developer,1395240.0,1,Hyderabad,Full Time,Mobile
80915,iPrism Technologies,Good,Senior Android Developer,2192520.0,1,Hyderabad,Full Time,Mobile
80916,PeopleTech Group,Average,Senior Android Developer,1275648.0,1,Hyderabad,Full Time,Mobile
80917,Appoids Tech Solutions,Good,Senior Android Developer,1626451.2,1,Hyderabad,Full Time,Mobile
80918,CloudTrains Technologies,Excellent,Senior Android Developer,1247562.0,1,Hyderabad,Full Time,Mobile
80919,CatchThatBus,Good,Senior Android Developer,1594560.0,1,Hyderabad,Full Time,Mobile
80920,Quadrant Systems,Good,Senior Android Developer,996600.0,1,Hyderabad,Full Time,Mobile
80922,WinC IT Services,Bad,Senior Android Developer,724800.0,1,Hyderabad,Full Time,Mobile
80925,IT Division,Good,Senior Android Developer,996600.0,1,Hyderabad,Full Time,Mobile
80926,AIM Services,Good,Senior Android Developer,1395240.0,1,Hyderabad,Full Time,Mobile
80928,empowerM Mobility Solutions,Good,Senior Android Developer,1195920.0,1,Hyderabad,Full Time,Mobile
80929,Captivate Softech,Average,Senior Android Developer,724800.0,1,Hyderabad,Full Time,Mobile
80930,Elite Crest,Good,Senior Android Developer,1395240.0,1,Hyderabad,Full Time,Mobile
80931,Stay Smart Solution,Good,Senior Android Developer,996600.0,1,Hyderabad,Full Time,Mobile
80938,AJR Info Systems,Average,Junior Android Developer,507360.0,1,Hyderabad,Full Time,Mobile
80943,Wipro Digital,Good,Android Applications Developer,1993200.0,1,Hyderabad,Full Time,Mobile
80945,NetElixir,Good,Android Applications Developer,996600.0,1,Hyderabad,Full Time,Mobile
80949,i2space,Average,Android Applications Developer,845600.0,1,Hyderabad,Full Time,Mobile
80950,Seken,Excellent,Android Applications Developer,1053496.8,1,Hyderabad,Full Time,Mobile
80951,KrishiTantra,Excellent,Android Applications Developer,1155150.0,1,Hyderabad,Full Time,Mobile
80954,Grit Innovations,Good,Android App Developer,1395240.0,1,Hyderabad,Full Time,Mobile
80957,IMT Solutions,Average,Android App Developer,845600.0,1,Hyderabad,Full Time,Mobile
80958,Tech Mahindra,Good,Lead Android Developer,2989800.0,1,Hyderabad,Full Time,Mobile
80959,ZeMoSo,Good,Lead Android Developer,2790480.0,1,Hyderabad,Full Time,Mobile
80960,rapidBizApps,Good,Lead Android Developer,2591160.0,1,Hyderabad,Full Time,Mobile
80961,iii Consulting,Excellent,Lead Android Developer,1848240.0,1,Hyderabad,Full Time,Mobile
80962,Tata Consultancy Services,Good,Android Engineer,1395240.0,1,Hyderabad,Full Time,Mobile
80963,Mutual Mobile,Excellent,Android Engineer,3003390.0,1,Hyderabad,Full Time,Mobile
80964,Backbase,Good,Android Engineer,3189120.0,1,Hyderabad,Full Time,Mobile
80965,Halcyon Technologies,Good,Sr. Android Developer,1395240.0,1,Hyderabad,Full Time,Mobile
80966,NUNC Systems,Good,Sr. Android Developer,4185720.0,1,Hyderabad,Full Time,Mobile
80967,AppIt Ventures,Excellent,Sr. Android Developer,1192114.8,1,Hyderabad,Full Time,Mobile
80968,Tray,Good,Sr. Android Developer,1793880.0,1,Hyderabad,Full Time,Mobile
80969,Global Nest,Good,Sr. Android Developer,996600.0,1,Hyderabad,Full Time,Mobile
80970,Naxo Soft Solutions,Excellent,Sr. Android Developer,970326.0,1,Hyderabad,Full Time,Mobile
80971,PK,Good,Senior Android Engineer,2104819.2,1,Hyderabad,Full Time,Mobile
80972,Confidential,Good,Senior Android Engineer,3787080.0,1,Hyderabad,Full Time,Mobile
80973,Mutual Mobile,Excellent,Senior Android Engineer,4851630.0,1,Hyderabad,Full Time,Mobile
80982,Meeami Technologies,Good,Senior Android Applications Developer,4584360.0,1,Hyderabad,Full Time,Mobile
80983,AppIncubator,Good,Senior Android Applications Developer,3388440.0,1,Hyderabad,Full Time,Mobile
80986,Nspira Management Services,Good,Android Lead,3587760.0,1,Hyderabad,Full Time,Mobile
80988,Laalsa,Average,Android Development,724800.0,1,Hyderabad,Full Time,Mobile
80990,Nspira Management Services,Good,Lead Android Engineer,4185720.0,1,Hyderabad,Full Time,Mobile
80991,Option Matrix Pvt,Excellent,Android Programmer,1441627.2,1,Hyderabad,Full Time,Mobile
80994,Quintessential Design (India),Excellent,Full Stack Android Developer,2079270.0,1,Hyderabad,Full Time,Mobile
80995,Diyar United,Good,Android Architect,2989800.0,1,Hyderabad,Full Time,Mobile
80996,Mutual Mobile,Excellent,Associate Android Engineer,1848240.0,1,Hyderabad,Full Time,Mobile
81002,inoXapps,Good,Android Developer,594000.0,4,New Delhi,Full Time,Mobile
81007,Grappus,Excellent,Android Developer,688500.0,4,New Delhi,Full Time,Mobile
81011,BigStep,Excellent,Android Developer,688500.0,3,New Delhi,Full Time,Mobile
81013,Neo Sypher Systems,Good,Android Developer,831600.0,3,New Delhi,Full Time,Mobile
81014,Smart Energy Water,Good,Android Developer,684288.0,3,New Delhi,Full Time,Mobile
81015,Cube26,Good,Android Developer,831600.0,3,New Delhi,Full Time,Mobile
81018,Metro Infrasys,Good,Android Developer,594000.0,3,New Delhi,Full Time,Mobile
81026,Classplus,Good,Android Developer,712800.0,3,New Delhi,Full Time,Mobile
81027,App Street,Good,Android Developer,484704.0,3,New Delhi,Full Time,Mobile
81031,Impressico Business Solutions,Good,Android Developer,1354320.0,2,New Delhi,Full Time,Mobile
81032,Humans of Digital Marketing,Excellent,Android Developer,743580.0,2,New Delhi,Full Time,Mobile
81034,Navia Life Care,Good,Android Developer,594000.0,2,New Delhi,Full Time,Mobile
81035,E3 Software Services,Excellent,Android Developer,611388.0,2,New Delhi,Full Time,Mobile
81036,Bestone Industries,Good,Android Developer,594000.0,2,New Delhi,Full Time,Mobile
81039,Publicis Sapient,Good,Android Developer,950400.0,2,New Delhi,Full Time,Mobile
81041,Nykaa,Good,Android Developer,1663200.0,2,New Delhi,Full Time,Mobile
81046,Skilrock Technologies,Good,Android Developer,527472.0,2,New Delhi,Full Time,Mobile
81050,Mobikwik,Good,Android Developer,1069200.0,2,New Delhi,Full Time,Mobile
81051,GeeksForGeeks,Good,Android Developer,950400.0,2,New Delhi,Full Time,Mobile
81053,Zomato,Good,Android Developer,1544400.0,2,New Delhi,Full Time,Mobile
81054,IBM India,Average,Android Developer,449280.0,2,New Delhi,Full Time,Mobile
81055,Vinove Software & Services,Good,Android Developer,627264.0,2,New Delhi,Full Time,Mobile
81056,Jamun Informatics Pvt. Ltd,Good,Android Developer,584496.0,2,New Delhi,Full Time,Mobile
81058,FieldAssist,Good,Android Developer,712800.0,2,New Delhi,Full Time,Mobile
81065,OJAS Softech,Good,Android Developer,983664.0,2,New Delhi,Full Time,Mobile
81068,Google,Excellent,Android Developer,694008.0,2,New Delhi,Full Time,Mobile
81071,Samsung Electronics,Good,Android Developer,950400.0,2,New Delhi,Full Time,Mobile
81074,Mindfire Solutions,Good,Android Developer,1425600.0,2,New Delhi,Full Time,Mobile
81076,Ushyaku Software Solutions,Good,Android Developer,950400.0,2,New Delhi,Full Time,Mobile
81077,Letstrack,Good,Android Developer,594000.0,2,New Delhi,Full Time,Mobile
81078,Wabi Tech,Good,Android Developer,513216.0,2,New Delhi,Full Time,Mobile
81081,Mobineers Info Systems,Good,Android Developer,527472.0,2,New Delhi,Full Time,Mobile
81082,Intellify,Good,Android Developer - Intern,498960.0,2,New Delhi,Intern,Mobile
81094,Atlogys,Good,Android Developer,627264.0,2,New Delhi,Full Time,Mobile
81098,Dew Solutions,Good,Android Developer,1069200.0,2,New Delhi,Full Time,Mobile
81103,NearGroup,Good,Android Developer,798336.0,2,New Delhi,Full Time,Mobile
81104,QSS Technosoft,Good,Android Developer,712800.0,2,New Delhi,Full Time,Mobile
81106,Kreatryx,Good,Android Developer,1069200.0,2,New Delhi,Full Time,Mobile
81109,Lepton Software Export & Research,Good,Android Developer,950400.0,2,New Delhi,Full Time,Mobile
81112,Technology 9 Labs,Good,Android Developer,712800.0,2,New Delhi,Full Time,Mobile
81116,Pulp Strategy,Good,Android Developer,570240.0,2,New Delhi,Full Time,Mobile
81118,Shiprocket,Good,Android Developer,712800.0,2,New Delhi,Full Time,Mobile
81129,Urban Company,Good,Android Developer,1069200.0,2,New Delhi,Full Time,Mobile
81131,Himanshu Bhardwaj,Good,Android Developer,1188000.0,1,New Delhi,Full Time,Mobile
81135,Entire Software,Good,Android Developer,712800.0,1,New Delhi,Full Time,Mobile
81137,Fossbytes,Excellent,Android Developer,1927800.0,1,New Delhi,Full Time,Mobile
81147,Maisha Infotech,Good,Android Developer,484704.0,1,New Delhi,Full Time,Mobile
81149,FutureSoft India,Good,Android Developer,655776.0,1,New Delhi,Full Time,Mobile
81151,Tevatron Technologies,Good,Android Developer,1268784.0,1,New Delhi,Full Time,Mobile
81152,Medic Creations,Excellent,Android Developer,963900.0,1,New Delhi,Full Time,Mobile
81153,Techwittys,Good,Android Developer,484704.0,1,New Delhi,Full Time,Mobile
81156,Shephertz Technologies,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81157,Micromax Informatics,Average,Android Developer,792000.0,1,New Delhi,Full Time,Mobile
81159,KalaGato,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81160,Urjit,Good,Android Developer,484704.0,1,New Delhi,Full Time,Mobile
81162,Auxesis Infotech,Excellent,Android Developer,859248.0,1,New Delhi,Full Time,Mobile
81163,ValueCoders,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81165,Inshorts,Excellent,Android Developer,1514700.0,1,New Delhi,Full Time,Mobile
81167,Astrotalk,Good,Android Developer,712800.0,1,New Delhi,Full Time,Mobile
81170,XigXag Interactive,Good,Android Developer,712800.0,1,New Delhi,Full Time,Mobile
81175,Raja Software Labs,Good,Android Developer - Intern,2257200.0,1,New Delhi,Intern,Mobile
81176,Upper Dauphin Area School District,Excellent,Android Developer,1377000.0,1,New Delhi,Full Time,Mobile
81179,QueueBuster,Good,Android Developer,1306800.0,1,New Delhi,Full Time,Mobile
81180,FoodTalk,Good,Android Developer,1188000.0,1,New Delhi,Full Time,Mobile
81181,SOTI,Good,Android Developer,712800.0,1,New Delhi,Full Time,Mobile
81182,1K Kirana Bazaar,Good,Android Developer,950400.0,1,New Delhi,Full Time,Mobile
81186,Gigforce,Good,Android Developer,1188000.0,1,New Delhi,Full Time,Mobile
81190,Worktable,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81191,Technomind,Excellent,Android Developer,1057536.0,1,New Delhi,Full Time,Mobile
81195,MoboDexter,Average,Android Developer,432000.0,1,New Delhi,Full Time,Mobile
81198,Cryptosys solution pvt ltd,Good,Android Developer,883872.0,1,New Delhi,Full Time,Mobile
81199,Corner Store,Average,Android Developer,576000.0,1,New Delhi,Full Time,Mobile
81200,SamayLa,Good,Android Developer,712800.0,1,New Delhi,Full Time,Mobile
81202,Harendra Classes,Excellent,Android Developer,688500.0,1,New Delhi,Full Time,Mobile
81203,VIT University,Good,Android Developer - Intern,855360.0,1,New Delhi,Intern,Mobile
81205,Self Employment & Entrepreneur Development Society,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81211,HONO,Good,Android Developer,784080.0,1,New Delhi,Full Time,Mobile
81213,Adglobal360,Good,Android Developer,831600.0,1,New Delhi,Full Time,Mobile
81214,OYE! Rickshaw,Good,Android Developer,831600.0,1,New Delhi,Full Time,Mobile
81217,NEETPrep,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81218,Skuad,Good,Android Developer,1544400.0,1,New Delhi,Full Time,Mobile
81224,JK Tech,Good,Android Developer,831600.0,1,New Delhi,Full Time,Mobile
81226,Avik Technosoft,Excellent,Android Developer,578340.0,1,New Delhi,Full Time,Mobile
81229,MapmyIndia,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81233,no/one,Good,Android Developer,541728.0,1,New Delhi,Full Time,Mobile
81234,Gowebndigital Technologies,Good,Android Developer,1069200.0,1,New Delhi,Full Time,Mobile
81238,Samsung India Electronics,Good,Android Developer,2019600.0,1,New Delhi,Full Time,Mobile
81239,House of God,Average,Android Developer,1008000.0,1,New Delhi,Full Time,Mobile
81240,Faircent.com,Good,Android Developer,712800.0,1,New Delhi,Full Time,Mobile
81242,The Luxury Closet,Good,Android Developer,1188000.0,1,New Delhi,Full Time,Mobile
81243,Trignodev Software,Good,Android Developer,712800.0,1,New Delhi,Full Time,Mobile
81245,Barco,Good,Android Developer,1382832.0,1,New Delhi,Full Time,Mobile
81246,Cubastion Consulting,Average,Android Developer,1440000.0,1,New Delhi,Full Time,Mobile
81249,SupplyNote,Good,Android Developer,1069200.0,1,New Delhi,Full Time,Mobile
81250,BharatPe,Average,Android Developer,1080000.0,1,New Delhi,Full Time,Mobile
81252,NovoInvent,Average,Android Developer - Intern,720000.0,1,New Delhi,Intern,Mobile
81254,Akhil Systems,Good,Android Developer,831600.0,1,New Delhi,Full Time,Mobile
81255,UDPL Dena,Excellent,Android Developer,963900.0,1,New Delhi,Full Time,Mobile
81257,Confidentiel,Good,Android Developer,555984.0,1,New Delhi,Full Time,Mobile
81259,Rockstand Digital,Average,Android Developer,483840.0,1,New Delhi,Full Time,Mobile
81260,Stylework,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81264,Anonymous LA,Good,Android Developer,950400.0,1,New Delhi,Full Time,Mobile
81266,XYZ (Turkey),Good,Android Developer,883872.0,1,New Delhi,Full Time,Mobile
81268,Mobcoder,Excellent,Android Developer,963900.0,1,New Delhi,Full Time,Mobile
81272,AanaxagorasR,Average,Android Developer,864000.0,1,New Delhi,Full Time,Mobile
81273,Petrobras Energía,Good,Android Developer,684288.0,1,New Delhi,Full Time,Mobile
81275,Zoxima,Good,Android Developer,1544400.0,1,New Delhi,Full Time,Mobile
81276,Yugasa Software Labs,Excellent,Android Developer,688500.0,1,New Delhi,Full Time,Mobile
81278,Blue Dolphin,Good,Android Developer,1188000.0,1,New Delhi,Full Time,Mobile
81279,Orange,Good,Android Developer,627264.0,1,New Delhi,Full Time,Mobile
81281,Smart Cube Information Technology,Average,Android Developer,855360.0,1,New Delhi,Full Time,Mobile
81292,Retech Labs,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81295,Alcax Solutions,Excellent,Android Developer,1101600.0,1,New Delhi,Full Time,Mobile
81296,Belair Travel & Cargo,Excellent,Android Developer,809676.0,1,New Delhi,Full Time,Mobile
81297,OpenText,Good,Android Developer,555984.0,1,New Delhi,Full Time,Mobile
81299,Aarvee Idea Labs,Good,Android Developer,513216.0,1,New Delhi,Full Time,Mobile
81303,Trillbit,Excellent,Android Developer,2065500.0,1,New Delhi,Full Time,Mobile
81305,Manish Therapy Services,Good,Android Developer,1544400.0,1,New Delhi,Full Time,Mobile
81313,CDCUBES,Good,Android Developer,570240.0,1,New Delhi,Full Time,Mobile
81318,Park+ (India),Good,Android Developer,1069200.0,1,New Delhi,Full Time,Mobile
81319,Employer Flexible,Good,Android Developer,670032.0,1,New Delhi,Full Time,Mobile
81324,Rakesh Mehra,Good,Android Developer,769824.0,1,New Delhi,Full Time,Mobile
81326,US&Co.,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81329,HealthKart,Good,Android Developer,570240.0,1,New Delhi,Full Time,Mobile
81334,Studio Tesseract,Excellent,Android Developer,974916.0,1,New Delhi,Full Time,Mobile
81337,Lean Apps,Good,Android Developer,613008.0,1,New Delhi,Full Time,Mobile
81340,myUpchar,Average,Android Developer,504000.0,1,New Delhi,Full Time,Mobile
81344,Relayapt,Good,Android Developer,971004.67,1,New Delhi,Full Time,Mobile
81346,Techlet Solutions,Good,Android Developer,926640.0,1,New Delhi,Full Time,Mobile
81347,Ideal IT,Good,Android Developer,498960.0,1,New Delhi,Full Time,Mobile
81348,EaseMyTrip.com,Good,Android Developer,712800.0,1,New Delhi,Full Time,Mobile
81350,Kloudrac,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81351,Decimal Technologies,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81354,pickingo,Good,Android Developer,1069200.0,1,New Delhi,Full Time,Mobile
81357,Birlasoft,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81358,InnoApps,Excellent,Android Developer,809676.0,1,New Delhi,Full Time,Mobile
81360,Bankit Services,Good,Android Developer,1782000.0,1,New Delhi,Full Time,Mobile
81366,GleamingMedia,Excellent,Android Developer,826200.0,1,New Delhi,Full Time,Mobile
81367,Pristyn Care,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81369,Tekniko Global,Excellent,Android Developer,963900.0,1,New Delhi,Full Time,Mobile
81372,Appqik It Solutions and Technology,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81373,PLANiN Innovations,Good,Android Developer,997920.0,1,New Delhi,Full Time,Mobile
81375,WheelsEye Technology,Good,Android Developer,1069200.0,1,New Delhi,Full Time,Mobile
81377,Unyscape Infocom,Good,Android Developer,1111968.0,1,New Delhi,Full Time,Mobile
81378,Visioapps Technology,Excellent,Android Developer,826200.0,1,New Delhi,Full Time,Mobile
81388,Amazon,Good,Android Developer - Intern,1168992.0,1,New Delhi,Intern,Mobile
81390,NewsBytes,Good,Android Developer,712800.0,1,New Delhi,Full Time,Mobile
81393,Digi Interacts,Good,Android Developer,484704.0,1,New Delhi,Full Time,Mobile
81396,Zopper,Good,Android Developer,2019600.0,1,New Delhi,Full Time,Mobile
81397,Mify Solutions,Good,Android Developer,613008.0,1,New Delhi,Full Time,Mobile
81398,Coforge,Good,Android Developer,1544400.0,1,New Delhi,Full Time,Mobile
81399,IMG Global InfoTech,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81401,IoTech Designs,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81404,Crownstack,Good,Android Developer,627264.0,1,New Delhi,Full Time,Mobile
81405,SecNinjaz,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81406,Josh Talks,Good,Android Developer,1663200.0,1,New Delhi,Full Time,Mobile
81407,KENT RO Systems,Average,Android Developer,648000.0,1,New Delhi,Full Time,Mobile
81409,Antino Labs,Excellent,Android Developer,627912.0,1,New Delhi,Full Time,Mobile
81411,Gemini Solutions,Good,Android Developer,712800.0,1,New Delhi,Full Time,Mobile
81412,Cognizant Technology Solutions,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81415,Diverse Lynx,Good,Android Developer,950400.0,1,New Delhi,Full Time,Mobile
81417,SPAY Technology,Good,Android Developer,527472.0,1,New Delhi,Full Time,Mobile
81421,Limeroad,Good,Android Developer,950400.0,1,New Delhi,Full Time,Mobile
81423,Vinod Kumar,Good,Android Developer,712800.0,1,New Delhi,Full Time,Mobile
81425,U2opia Mobile,Good,Android Developer,950400.0,1,New Delhi,Full Time,Mobile
81426,Primus Software,Good,Android Developer,712800.0,1,New Delhi,Full Time,Mobile
81427,Virohan,Good,Android Developer,1425600.0,1,New Delhi,Full Time,Mobile
81441,IBM,Good,Android Developer,712800.0,1,New Delhi,Full Time,Mobile
81442,YMS Mobitech,Poor,Android Developer,504000.0,1,New Delhi,Full Time,Mobile
81445,Amazon,Good,Android Developer,2257200.0,1,New Delhi,Full Time,Mobile
81449,Cyberlinks Technologies,Average,Android Developer,720000.0,1,New Delhi,Full Time,Mobile
81451,YOMA Multinational Solutions,Good,Android Developer,712800.0,1,New Delhi,Full Time,Mobile
81455,AAPNA Infotheek,Excellent,Android Developer,1101600.0,1,New Delhi,Full Time,Mobile
81456,EazyDiner,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81457,Slack,Excellent,Android Developer,809676.0,1,New Delhi,Full Time,Mobile
81459,Tokopedia,Excellent,Android Developer,1377000.0,1,New Delhi,Full Time,Mobile
81460,SigmaWay,Good,Android Developer,513216.0,1,New Delhi,Full Time,Mobile
81462,FellaFeeds,Good,Android Developer,498960.0,1,New Delhi,Full Time,Mobile
81465,Jupsoft Technologies,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81467,Ixigo.com,Excellent,Android Developer,2754000.0,1,New Delhi,Full Time,Mobile
81469,Ichhapurti.com,Good,Android Developer,950400.0,1,New Delhi,Full Time,Mobile
81471,Nityo Infotech,Good,Android Developer,950400.0,1,New Delhi,Full Time,Mobile
81474,foodpanda India,Good,Android Developer,1069200.0,1,New Delhi,Full Time,Mobile
81475,Tevatel,Average,Android Developer,622080.0,1,New Delhi,Full Time,Mobile
81476,Seven Star Websolutions,Excellent,Android Developer,594864.0,1,New Delhi,Full Time,Mobile
81477,ThinkSys,Good,Android Developer,950400.0,1,New Delhi,Full Time,Mobile
81479,Smartube Entertainment,Good,Android Developer,940896.0,1,New Delhi,Full Time,Mobile
81481,SEO Essence Technologies,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81482,RapiPay Fintech,Good,Android Developer,712800.0,1,New Delhi,Full Time,Mobile
81489,Guest Houser,Average,Android Developer,504000.0,1,New Delhi,Full Time,Mobile
81496,MetaDesign Solutions,Excellent,Android Developer,1652400.0,1,New Delhi,Full Time,Mobile
81497,Infogain (India),Good,Android Developer,1069200.0,1,New Delhi,Full Time,Mobile
81502,Innefu Labs Pvt,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81503,Gaadizo,Good,Android Developer,712800.0,1,New Delhi,Full Time,Mobile
81505,ITC Infotech,Good,Android Developer,1069200.0,1,New Delhi,Full Time,Mobile
81506,Shipsy,Good,Android Developer,950400.0,1,New Delhi,Full Time,Mobile
81507,Techpins,Good,Android Developer,484704.0,1,New Delhi,Full Time,Mobile
81508,Admission24,Good,Android Developer,712800.0,1,New Delhi,Full Time,Mobile
81513,Enbake Consulting,Average,Android Developer,578880.0,1,New Delhi,Full Time,Mobile
81515,UCO Bank,Good,Android Developer,670032.0,1,New Delhi,Full Time,Mobile
81520,S Tripathi & Associate,Good,Android Developer,950400.0,1,New Delhi,Full Time,Mobile
81528,Sunjoss Internet,Good,Android Developer,1197504.0,1,New Delhi,Full Time,Mobile
81531,VectoScalar Technologies,Excellent,Android Developer,694008.0,1,New Delhi,Full Time,Mobile
81533,CVS Health,Average,Android Developer,432000.0,1,New Delhi,Full Time,Mobile
81534,Kisan Krishi Yantra Udyog,Good,Android Developer,1306800.0,1,New Delhi,Full Time,Mobile
81536,Pan India Internet,Good,Android Developer,613008.0,1,New Delhi,Full Time,Mobile
81538,Musaphir Prajapati,Good,Android Developer,513216.0,1,New Delhi,Full Time,Mobile
81540,INDmoney,Good,Android Developer,670032.0,1,New Delhi,Full Time,Mobile
81548,InstaaCoders Technologies,Good,Android Developer,484704.0,1,New Delhi,Full Time,Mobile
81551,RenewBuy,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81552,ADS,Good,Android Developer,594000.0,1,New Delhi,Full Time,Mobile
81553,mPowerTech,Excellent,Android Developer,1156680.0,1,New Delhi,Full Time,Mobile
81555,Amity Software Systems,Good,Android Developer,1069200.0,1,New Delhi,Full Time,Mobile
81558,Sampark Softwares,Good,Android Developer,950400.0,1,New Delhi,Full Time,Mobile
81559,Editsoft,Good,Android Developer,755568.0,1,New Delhi,Full Time,Mobile
81560,Barx Technology and Media,Good,Android Developer,1069200.0,1,New Delhi,Full Time,Mobile
