,Unnamed: 0,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
3704,3704,Def Jam: Fight for NY,XB,,Fighting,Electronic Arts,0.43,0.1,0.0,0.02,0.54,84.0,33.0,8.5,13.0,Aki Corp.,M
3705,3705,Action Force,2600,1982.0,Action,CPG Products,0.5,0.03,0.0,0.01,0.54,,,,,,
3706,3706,FIFA 99,N64,1998.0,Sports,Electronic Arts,0.11,0.39,0.0,0.03,0.54,,,,,,
3707,3707,Gauntlet Legends,N64,1999.0,Action,Midway Games,0.43,0.1,0.0,0.01,0.54,,,,,,
3708,3708,Kidou Senshi Gundam: Extreme VS,PS3,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.54,0.0,0.54,,,,,,
3709,3709,System 3 presents Ferrari Challenge Trofeo Pirelli,Wii,2008.0,Racing,System 3 Arcade Software,0.07,0.4,0.0,0.07,0.54,,,,,,
3710,3710,Tony Hawk: Shred,Wii,2010.0,Sports,Activision,0.39,0.11,0.0,0.04,0.54,,,7.0,7.0,Robomodo,E
3711,3711,Tiger Woods PGA Tour 11,Wii,2010.0,Sports,Electronic Arts,0.23,0.25,0.0,0.06,0.54,84.0,29.0,8.3,23.0,EA Sports,E
3712,3712,NBA Live 10,PS3,2009.0,Sports,Electronic Arts,0.46,0.02,0.01,0.05,0.54,81.0,32.0,7.5,25.0,EA Canada,E
3713,3713,Metro 2033,X360,2010.0,Shooter,THQ,0.22,0.23,0.03,0.05,0.54,77.0,83.0,7.9,351.0,4A Games,M
3714,3714,Bust A Groove,PS,1998.0,Misc,Sony Computer Entertainment,0.09,0.06,0.35,0.04,0.54,,,,,,
3715,3715,Fire Emblem: Path of Radiance,GC,2005.0,Action,Nintendo,0.29,0.08,0.16,0.01,0.54,85.0,42.0,8.9,141.0,Intelligent Systems,T
3716,3716,Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PS2,2002.0,Role-Playing,Enix Corporation,0.0,0.0,0.54,0.0,0.54,,,,,,
3717,3717,Hotel Dusk: Room 215,DS,2007.0,Adventure,Nintendo,0.26,0.04,0.22,0.03,0.54,78.0,57.0,8.6,102.0,Cing,T
3718,3718,Final Fantasy Explorers,3DS,2014.0,Role-Playing,Square Enix,0.16,0.07,0.28,0.02,0.54,69.0,57.0,7.0,87.0,Racjin,E10+
3719,3719,Pachi-Slot Aruze Oukoku 2,PS,1999.0,Misc,Aruze Corp,0.0,0.0,0.5,0.04,0.54,,,,,,
3720,3720,Bratz: Rock Angelz,GBA,2004.0,Misc,THQ,0.39,0.14,0.0,0.01,0.54,,,,,Altron,E
3721,3721,SSX Tricky,GC,2001.0,Sports,Electronic Arts,0.42,0.11,0.0,0.01,0.54,87.0,20.0,8.6,18.0,EA Sports Big,E
3722,3722,Greg Hastings' Tournament Paintball,XB,2004.0,Shooter,Activision,0.46,0.06,0.0,0.02,0.54,74.0,11.0,9.2,42.0,WXP,T
3723,3723,World Soccer Winning Eleven 7 International (JP version),PS2,2004.0,Sports,Konami Digital Entertainment,0.0,0.0,0.54,0.0,0.54,,,,,,
3724,3724,ESPN NBA Basketball,PS2,2003.0,Sports,Sega,0.26,0.21,0.0,0.07,0.54,89.0,18.0,8.4,38.0,Visual Concepts,E
3725,3725,Dragon Ball Z: Ultimate Tenkaichi,X360,2011.0,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54,55.0,24.0,5.8,52.0,Spike,T
3726,3726,Sacred 2: Fallen Angel,X360,2009.0,Role-Playing,Deep Silver,0.29,0.16,0.04,0.05,0.54,71.0,56.0,7.3,64.0,"Ascaron Entertainment GmbH, Ascaron Entertainment",M
3727,3727,Two Worlds II,X360,2011.0,Role-Playing,Unknown,0.4,0.07,0.03,0.03,0.54,67.0,50.0,6.6,140.0,Reality Pump,M
3728,3728,Over the Hedge,PS2,2006.0,Platform,Activision,0.45,0.02,0.0,0.07,0.54,58.0,29.0,8.6,10.0,Edge of Reality,E10+
3729,3729,Mat Hoffman's Pro BMX,PS,2001.0,Sports,Activision,0.3,0.2,0.0,0.04,0.54,80.0,15.0,8.6,16.0,Shaba Games,E
3730,3730,Phineas and Ferb: Across the 2nd Dimension,DS,2011.0,Action,Disney Interactive Studios,0.31,0.18,0.0,0.05,0.54,47.0,5.0,,,Altron,E
3731,3731,50 Classic Games,DS,2009.0,Misc,Destineer,0.5,0.0,0.0,0.04,0.54,,,,,Cerasus Media,E
3732,3732,Let's Draw!,DS,2008.0,Misc,Ubisoft,0.24,0.23,0.0,0.06,0.54,,,,,,
3733,3733,NHL 14,X360,2013.0,Sports,Electronic Arts,0.4,0.09,0.0,0.05,0.54,81.0,30.0,5.9,92.0,Electronic Arts,E10+
3734,3734,Popeye,2600,1982.0,Platform,Parker Bros.,0.5,0.03,0.0,0.01,0.54,,,,,,
3735,3735,Petz Nursery,DS,2009.0,Simulation,Ubisoft,0.5,0.0,0.0,0.04,0.54,,,,,Digital Kids,E
3736,3736,The Hobbit,PS2,2003.0,Platform,Vivendi Games,0.26,0.2,0.0,0.07,0.54,59.0,17.0,8.6,14.0,Inevitable Entertainment,E
3737,3737,War of the Monsters,PS2,2003.0,Fighting,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.54,80.0,41.0,8.9,68.0,Incognito Inc.,T
3738,3738,Harry Potter and the Deathly Hallows - Part 1,Wii,2010.0,Action,Electronic Arts,0.22,0.27,0.0,0.05,0.54,41.0,8.0,5.0,11.0,Electronic Arts,T
3739,3739,NBA Street Vol. 2,GC,,Sports,Electronic Arts,0.41,0.11,0.0,0.01,0.54,88.0,16.0,8.1,7.0,Electronic Arts,E
3740,3740,The Incredible Hulk: Ultimate Destruction,PS2,2005.0,Action,Vivendi Games,0.26,0.2,0.0,0.07,0.54,83.0,41.0,8.7,38.0,Radical Entertainment,T
3741,3741,Time Crisis: Razing Storm,PS3,2010.0,Shooter,Namco Bandai Games,0.18,0.2,0.07,0.08,0.54,58.0,49.0,5.9,15.0,Nex Entertainment,T
3742,3742,Summer Sports: Paradise Island,Wii,2008.0,Sports,Ubisoft,0.48,0.01,0.0,0.04,0.53,46.0,7.0,4.6,7.0,Destineer,E
3743,3743,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998.0,Adventure,Sega,0.0,0.0,0.53,0.0,0.53,,,,,,
3744,3744,Time Crisis II,PS2,2001.0,Shooter,Namco Bandai Games,0.26,0.2,0.0,0.07,0.53,81.0,21.0,7.9,20.0,Namco,T
3745,3745,Inazuma Eleven GO,3DS,2011.0,Role-Playing,Nintendo,0.0,0.05,0.48,0.0,0.53,,,,,,
3746,3746,Clock Tower,PS,1996.0,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03,0.53,,,,,,
3747,3747,NCAA March Madness 06,PS2,2005.0,Sports,Electronic Arts,0.45,0.02,0.0,0.07,0.53,78.0,19.0,9.1,13.0,EA Canada,E
3748,3748,LEGO Dimensions,WiiU,2015.0,Action,Warner Bros. Interactive Entertainment,0.3,0.18,0.0,0.05,0.53,62.0,5.0,6.5,29.0,Traveller's Tales,E10+
3749,3749,Valkyria Chronicles II,PSP,2010.0,Role-Playing,Sega,0.12,0.15,0.18,0.09,0.53,83.0,54.0,8.1,67.0,Sega,T
3750,3750,Jampack Volume 11,PS2,2004.0,Misc,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53,,,,,,
3751,3751,Monster High: Ghoul Spirit,Wii,2011.0,Misc,THQ,0.42,0.07,0.0,0.04,0.53,,,,,THQ,E
3752,3752,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010.0,Fighting,Capcom,0.3,0.15,0.03,0.05,0.53,85.0,62.0,8.8,85.0,Eighting,T
3753,3753,Rune Factory: A Fantasy Harvest Moon,DS,2006.0,Role-Playing,Rising Star Games,0.35,0.01,0.14,0.03,0.53,78.0,26.0,8.1,52.0,Neverland,E
3754,3754,Legacy of Kain: Defiance,PS2,2003.0,Action,Eidos Interactive,0.26,0.2,0.0,0.07,0.53,75.0,34.0,9.3,49.0,Crystal Dynamics,M
3755,3755,SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,2004.0,Misc,,0.38,0.14,0.0,0.01,0.53,,,,,,
3756,3756,NCAA March Madness 2005,PS2,2004.0,Sports,Electronic Arts,0.44,0.02,0.0,0.07,0.53,78.0,19.0,8.3,13.0,EA Canada,E
3757,3757,007 Racing,PS,2000.0,Racing,Electronic Arts,0.3,0.2,0.0,0.03,0.53,51.0,16.0,4.6,14.0,Eutechnyx,T
3758,3758,Tactics Ogre: Let Us Cling Together,PSP,2010.0,Role-Playing,Square Enix,0.15,0.07,0.27,0.05,0.53,87.0,49.0,8.8,102.0,Square Enix,T
3759,3759,Conflict: Vietnam,PS2,2004.0,Shooter,SCi,0.26,0.2,0.0,0.07,0.53,58.0,24.0,8.1,21.0,Pivotal Games,M
3760,3760,Dragon's Crown,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,0.53,82.0,62.0,8.3,288.0,Vanillaware,T
3761,3761,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,XB,2004.0,Misc,Sega,0.4,0.11,0.0,0.02,0.53,,,,,,
3762,3762,MLB SlugFest 20-04,PS2,2003.0,Sports,Midway Games,0.26,0.2,0.0,0.07,0.53,78.0,23.0,8.3,8.0,Midway,E
3763,3763,Gex 3: Deep Cover Gecko,PS,1999.0,Platform,Eidos Interactive,0.3,0.2,0.0,0.03,0.53,,,,,,
3764,3764,NASCAR 09,PS2,2008.0,Racing,Electronic Arts,0.26,0.2,0.0,0.07,0.53,,,7.9,8.0,EA Tiburon,E
3765,3765,Blitz: The League,XB,2004.0,Sports,Midway Games,0.4,0.11,0.0,0.02,0.53,78.0,30.0,7.7,14.0,Midway,M
3766,3766,Manhunt 2,Wii,2007.0,Action,Take-Two Interactive,0.25,0.23,0.0,0.06,0.53,62.0,38.0,7.1,46.0,Rockstar Toronto,M
3767,3767,Just Dance 2015,XOne,2014.0,Misc,Ubisoft,0.35,0.13,0.0,0.05,0.53,70.0,17.0,7.5,20.0,Ubisoft,E10+
3768,3768,Jampack Vol. 2,PS,1996.0,Misc,Sony Computer Entertainment,0.3,0.2,0.0,0.03,0.53,,,,,,
3769,3769,The LEGO Movie Videogame,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.35,0.13,0.0,0.05,0.53,69.0,18.0,6.9,49.0,TT Games,E10+
3770,3770,Virtual Soccer,SNES,1993.0,Sports,Hudson Soft,0.0,0.0,0.53,0.0,0.53,,,,,,
3771,3771,Overwatch,PC,2016.0,Shooter,Activision,0.25,0.24,0.0,0.04,0.53,91.0,62.0,6.8,4052.0,Blizzard Entertainment,T
3772,3772,Romance of the Three Kingdoms IV: Wall of Fire,SNES,1994.0,Strategy,Tecmo Koei,0.0,0.0,0.53,0.0,0.53,,,,,,
3773,3773,Monster Jam: Path of Destruction,Wii,2010.0,Racing,Activision,0.48,0.02,0.0,0.03,0.53,,,,,Virtuos,E
3774,3774,Winning Post,SNES,1993.0,Sports,Tecmo Koei,0.0,0.0,0.53,0.0,0.53,,,,,,
3775,3775,Peter Jackson's King Kong: The Official Game of the Movie,XB,2005.0,Action,Ubisoft,0.34,0.17,0.0,0.02,0.53,82.0,43.0,8.5,11.0,Ubisoft Montpellier,T
3776,3776,Burnout Revenge,XB,2005.0,Racing,Electronic Arts,0.32,0.19,0.0,0.01,0.53,89.0,65.0,8.4,66.0,Criterion Games,E10+
3777,3777,Medal of Honor: European Assault,XB,2005.0,Shooter,Electronic Arts,0.32,0.19,0.0,0.02,0.53,72.0,42.0,7.0,15.0,EA LA,T
3778,3778,Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004.0,Platform,Electronic Arts,0.26,0.2,0.0,0.07,0.53,71.0,24.0,8.2,22.0,Krome Studios,E
3779,3779,The Lord of the Rings: The Fellowship of the Ring,XB,2002.0,Action,Universal Interactive,0.31,0.19,0.0,0.03,0.53,59.0,23.0,6.6,10.0,WXP,T
3780,3780,NBA 06,PS2,2005.0,Sports,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.53,63.0,26.0,6.3,27.0,SCEA Sports Studio,E
3781,3781,Inazuma Eleven,DS,2008.0,Role-Playing,Nintendo,0.0,0.13,0.38,0.02,0.53,,,,,,
3782,3782,Excite Truck,Wii,2006.0,Racing,Nintendo,0.39,0.03,0.08,0.04,0.53,72.0,57.0,8.4,83.0,Monster Games Inc.,E
3783,3783,Phoenix Wright: Ace Attorney - Justice for All,DS,2006.0,Adventure,Capcom,0.21,0.04,0.26,0.03,0.53,,,,,,
3784,3784,Spider-Man,N64,2000.0,Action,Activision,0.43,0.09,0.0,0.01,0.53,,,,,,
3785,3785,Magician's Quest: Mysterious Times,DS,2008.0,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0.0,0.53,69.0,13.0,7.6,9.0,Konami,E10+
3786,3786,Hello Kitty: Big City Dreams,DS,2008.0,Puzzle,Empire Interactive,0.42,0.07,0.0,0.04,0.53,,,,,Human Soft,E
3787,3787,X-Men Legends,GC,2004.0,Role-Playing,Activision,0.41,0.11,0.0,0.01,0.53,81.0,36.0,8.5,11.0,Raven Software,T
3788,3788,Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016.0,Action,Nintendo,0.05,0.21,0.25,0.02,0.53,,,,,,
3789,3789,G-Force,DS,2009.0,Action,Disney Interactive Studios,0.26,0.21,0.0,0.05,0.53,,,9.0,5.0,Keen Games,E10+
3790,3790,Front Mission 2,PS,1997.0,Strategy,SquareSoft,0.0,0.0,0.49,0.03,0.53,,,,,,
3791,3791,StarCraft II: Legacy of the Void,PC,2015.0,Strategy,Activision,0.19,0.29,0.0,0.04,0.53,88.0,62.0,8.3,833.0,Blizzard Entertainment,T
3792,3792,Jewel Master Egypt,DS,2009.0,Puzzle,Rondomedia,0.21,0.27,0.0,0.05,0.53,56.0,9.0,,,Storm City Games,E
3793,3793,ModNation Racers,PSP,2010.0,Racing,Sony Computer Entertainment,0.11,0.26,0.02,0.14,0.53,73.0,22.0,7.7,22.0,SCEA San Diego Studios,E
3794,3794,LEGO Dimensions,X360,2015.0,Action,Warner Bros. Interactive Entertainment,0.26,0.23,0.0,0.04,0.53,,,6.1,18.0,,
3795,3795,WWE SmackDown vs. Raw 2010,DS,2009.0,Fighting,THQ,0.35,0.13,0.0,0.05,0.53,75.0,7.0,8.3,4.0,Yuke's,T
3796,3796,Are You Smarter Than A 5th Grader?,DS,2007.0,Misc,Mindscape,0.48,0.0,0.0,0.04,0.53,,,,,ValuSoft,E
3797,3797,Oni,PS2,2001.0,Action,Take-Two Interactive,0.26,0.2,0.0,0.07,0.53,69.0,24.0,7.8,22.0,Rockstar Toronto,T
3798,3798,Tom Clancy's Ghost Recon Advanced Warfighter 2,PSP,2007.0,Shooter,Ubisoft,0.35,0.09,0.0,0.08,0.53,61.0,12.0,6.4,9.0,"High Voltage Software, Ubisoft Paris",T
3799,3799,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008.0,Action,THQ,0.49,0.0,0.0,0.04,0.53,47.0,5.0,5.4,10.0,Incinerator Games,E
3800,3800,Terminator Salvation,PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.13,0.28,0.01,0.1,0.53,43.0,41.0,3.9,70.0,GRIN,T
3801,3801,How to Train Your Dragon,DS,2010.0,Action,Activision,0.31,0.17,0.0,0.05,0.53,60.0,8.0,,,Griptonite Games,E10+
3802,3802,The Lord of the Rings: The Two Towers,GC,2002.0,Action,Electronic Arts,0.41,0.11,0.0,0.01,0.53,82.0,13.0,8.7,23.0,Stormfront Studios,T
3803,3803,Batman: Arkham City,PC,2011.0,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0.0,0.09,0.53,91.0,27.0,8.6,1847.0,Rocksteady Studios,T
3804,3804,Juiced,PS2,2005.0,Racing,THQ,0.26,0.2,0.0,0.07,0.53,68.0,36.0,7.7,24.0,Juice Games,T
3805,3805,The Warriors,PS2,2005.0,Action,Take-Two Interactive,0.44,0.02,0.0,0.07,0.53,84.0,52.0,8.5,72.0,Rockstar Toronto,M
3806,3806,J-League Soccer: Prime Goal 2,SNES,1994.0,Sports,Namco Bandai Games,0.0,0.0,0.53,0.0,0.53,,,,,,
3807,3807,Star Fox Command,DS,2006.0,Shooter,Nintendo,0.38,0.01,0.1,0.04,0.53,76.0,56.0,7.3,56.0,Q-Games,E10+
3808,3808,Dragon Age: Inquisition,X360,2014.0,Role-Playing,Electronic Arts,0.36,0.12,0.0,0.05,0.53,,,5.1,235.0,BioWare,M
3809,3809,Wayne Gretzky's 3D Hockey,N64,1996.0,Sports,Nintendo,0.49,0.03,0.0,0.0,0.53,,,,,,
3810,3810,NASCAR 2000,N64,1999.0,Racing,Electronic Arts,0.49,0.03,0.0,0.0,0.53,,,,,,
3811,3811,Pachi-Slot Aruze Oukoku 4,PS,2000.0,Misc,Aruze Corp,0.0,0.0,0.49,0.03,0.53,,,,,,
3812,3812,Bulletstorm,PS3,2011.0,Shooter,Electronic Arts,0.23,0.2,0.01,0.08,0.53,83.0,57.0,7.7,288.0,"Epic Games, People Can Fly",M
3813,3813,Return to Castle Wolfenstein: Operation Resurrection,PS2,2003.0,Shooter,Activision,0.26,0.2,0.0,0.07,0.53,66.0,21.0,8.0,23.0,Raster,M
3814,3814,Mario Tennis: Power Tour,GBA,2005.0,Sports,Nintendo,0.24,0.09,0.19,0.01,0.52,81.0,21.0,8.0,25.0,Camelot Software Planning,E
3815,3815,Seaman,DC,1999.0,Simulation,Sega,0.0,0.0,0.52,0.0,0.52,82.0,24.0,8.4,16.0,Vivarium,T
3816,3816,The Grinch,PS,1999.0,Adventure,Konami Digital Entertainment,0.29,0.2,0.0,0.03,0.52,55.0,8.0,,,VU Games,E
3817,3817,Tales of Symphonia,PS3,2013.0,Role-Playing,Namco Bandai Games,0.21,0.12,0.13,0.07,0.52,,,7.2,6.0,Namco Bandai Games,T
3818,3818,Michael Jackson: The Experience,PS3,2011.0,Misc,Ubisoft,0.25,0.19,0.0,0.08,0.52,66.0,11.0,8.4,16.0,Ubisoft Montreal,E10+
3819,3819,Tales of Destiny,PS2,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.52,0.0,0.52,,,,,,
3820,3820,Stuntman: Ignition,PS3,2007.0,Racing,THQ,0.17,0.26,0.0,0.1,0.52,76.0,18.0,6.2,12.0,Paradigm Entertainment,T
3821,3821,Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,2010.0,Simulation,Electronic Arts,0.49,0.0,0.0,0.03,0.52,,,,,,
3822,3822,F.E.A.R. 2: Project Origin,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0.0,0.05,0.52,77.0,68.0,8.0,114.0,Monolith Productions,M
3823,3823,Mystery Dungeon: Shiren the Wanderer,DS,2006.0,Role-Playing,Sega,0.17,0.0,0.33,0.02,0.52,69.0,27.0,8.2,21.0,ChunSoft,E
3824,3824,GT Pro Series,Wii,2006.0,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52,41.0,15.0,4.0,21.0,MTO,E
3825,3825,Tiger Woods PGA Tour 11,X360,2010.0,Sports,Electronic Arts,0.28,0.19,0.0,0.05,0.52,79.0,51.0,7.8,19.0,EA Sports,E
3826,3826,The Golden Compass,PS2,2007.0,Action,Sega,0.13,0.0,0.0,0.39,0.52,46.0,10.0,5.2,6.0,Shiny Entertainment,E10+
3827,3827,Final Fantasy Chronicles,PS,2001.0,Role-Playing,Square,0.29,0.2,0.0,0.03,0.52,89.0,15.0,9.1,37.0,TOSE,T
3828,3828,F1 2009,PSP,2009.0,Racing,Codemasters,0.08,0.29,0.0,0.16,0.52,68.0,23.0,7.2,14.0,Sumo Digital,E
3829,3829,Syphon Filter 3,PS,2001.0,Shooter,Sony Computer Entertainment,0.29,0.2,0.0,0.03,0.52,73.0,19.0,8.5,36.0,Sony Bend,M
3830,3830,Metal Gear Solid 2: Substance,PS2,2002.0,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.52,87.0,17.0,9.0,126.0,KCEJ,M
3831,3831,Tales of Symphonia: Dawn of the New World,Wii,2008.0,Role-Playing,Namco Bandai Games,0.21,0.04,0.24,0.02,0.52,68.0,46.0,7.1,93.0,Bandai Namco Games,T
3832,3832,NBA Live 08,X360,2007.0,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.52,73.0,37.0,5.3,19.0,EA Canada,E
3833,3833,Guinness World Records: The Videogame,DS,2008.0,Action,Warner Bros. Interactive Entertainment,0.47,0.01,0.0,0.04,0.52,70.0,4.0,,,TT Fusion,E
3834,3834,We Love Katamari,PS2,2005.0,Puzzle,Electronic Arts,0.26,0.2,0.0,0.07,0.52,86.0,61.0,8.9,51.0,Namco,E
3835,3835,Sesame Street: Once Upon A Monster,X360,2011.0,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0.0,0.04,0.52,79.0,26.0,6.9,22.0,Double Fine Productions,E
3836,3836,NCAA Football 2003,XB,2002.0,Sports,Electronic Arts,0.39,0.11,0.0,0.02,0.52,90.0,14.0,8.2,15.0,EA Sports,E
3837,3837,We Cheer,Wii,2008.0,Simulation,505 Games,0.47,0.0,0.0,0.04,0.52,56.0,12.0,7.3,13.0,"Machatin, Inc.",E10+
3838,3838,Madden NFL 07,PS3,2006.0,Sports,Electronic Arts,0.47,0.0,0.01,0.04,0.52,76.0,25.0,4.2,22.0,EA Tiburon,E
3839,3839,Ready 2 Rumble Boxing: Round 2,PS,2000.0,Fighting,Midway Games,0.29,0.2,0.0,0.03,0.52,68.0,5.0,,,Point of View,T
3840,3840,LEGO Jurassic World,WiiU,2015.0,Action,Warner Bros. Interactive Entertainment,0.27,0.19,0.02,0.04,0.52,71.0,5.0,8.1,14.0,TT Games,E10+
3841,3841,Mega Man 6,NES,1993.0,Platform,Capcom,0.28,0.07,0.16,0.01,0.52,,,,,,
3842,3842,NBA Live 09,PS3,2008.0,Sports,Electronic Arts,0.46,0.0,0.02,0.04,0.52,75.0,32.0,7.8,15.0,EA Canada,E
3843,3843,FIFA 12,PSP,2011.0,Sports,Electronic Arts,0.12,0.25,0.02,0.13,0.52,,,,,,
3844,3844,Mission: Impossible,PS,1999.0,Action,Infogrames,0.29,0.2,0.0,0.03,0.52,,,,,,
3845,3845,Rory McIlroy PGA Tour,PS4,2015.0,Action,Electronic Arts,0.18,0.25,0.0,0.08,0.52,61.0,33.0,3.7,78.0,EA Tiburon,E
3846,3846,SingStar Dance,PS3,2010.0,Misc,Sony Computer Entertainment,0.09,0.31,0.0,0.11,0.52,65.0,21.0,3.9,8.0,SCEE London Studio,T
3847,3847,Rival Schools: United By Fate,PS,1998.0,Fighting,Capcom,0.12,0.08,0.28,0.03,0.52,,,,,,
3848,3848,Lords of the Fallen,PS4,2014.0,Role-Playing,Square Enix,0.18,0.24,0.02,0.08,0.52,68.0,45.0,6.6,425.0,"City Interactive, Deck 13",M
3849,3849,Swing Away Golf,PS2,2000.0,Sports,Electronic Arts,0.17,0.13,0.18,0.04,0.52,78.0,15.0,,,T&E Soft,E
3850,3850,J-League Pro Soccer Club o Tsukurou! 3,PS2,2003.0,Sports,Sega,0.0,0.0,0.52,0.0,0.52,,,,,,
3851,3851,Tomb Raider: Legend,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52,82.0,43.0,7.1,96.0,Crystal Dynamics,T
3852,3852,Freedom Fighters,PS2,2003.0,Shooter,Electronic Arts,0.25,0.2,0.0,0.07,0.52,81.0,26.0,8.4,57.0,Io Interactive,T
3853,3853,Silent Hill: Origins,PSP,2007.0,Action,Konami Digital Entertainment,0.22,0.15,0.04,0.1,0.52,78.0,40.0,7.8,107.0,"Climax Group, Climax Studios",M
3854,3854,Gun,XB,2005.0,Shooter,Activision,0.38,0.12,0.0,0.02,0.52,79.0,55.0,7.8,29.0,Neversoft Entertainment,M
3855,3855,That's So Raven 2: Supernatural Style,GBA,2005.0,Adventure,Disney Interactive Studios,0.37,0.14,0.0,0.01,0.52,52.0,5.0,,,Artificial Mind and Movement,E
3856,3856,Fight Night Round 3,PSP,2006.0,Fighting,Electronic Arts,0.46,0.01,0.0,0.04,0.52,74.0,22.0,8.1,22.0,EA Chicago,T
3857,3857,The Punisher,PS2,2005.0,Action,THQ,0.25,0.2,0.0,0.07,0.52,68.0,44.0,8.2,56.0,Volition Inc.,M
3858,3858,Kirby and the Rainbow Curse,WiiU,2015.0,Platform,Nintendo,0.22,0.13,0.12,0.04,0.52,73.0,72.0,8.0,227.0,HAL Labs,E
3859,3859,Front Mission 3,PS,1999.0,Strategy,SquareSoft,0.1,0.07,0.31,0.03,0.52,,,,,,
3860,3860,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006.0,Misc,Nintendo,0.0,0.0,0.52,0.0,0.52,,,,,,
3861,3861,SSX On Tour,PS2,2005.0,Sports,Electronic Arts,0.25,0.2,0.0,0.07,0.52,80.0,41.0,7.9,26.0,EA Canada,E
3862,3862, Frozen: Olaf's Quest,DS,2013.0,Platform,Disney Interactive Studios,0.21,0.26,0.0,0.04,0.52,,,,,,
3863,3863,Disgaea 3: Absence of Justice,PS3,2008.0,Role-Playing,Square Enix,0.33,0.03,0.11,0.04,0.52,78.0,51.0,7.5,150.0,Nippon Ichi Software,T
3864,3864,Tony Hawk's Pro Skater 3,GBA,2002.0,Sports,Activision,0.37,0.14,0.0,0.01,0.52,90.0,20.0,8.0,6.0,Vicarious Visions,E
3865,3865,Way of the Samurai 3,PS3,2008.0,Action,Gamebridge,0.18,0.08,0.22,0.04,0.52,58.0,18.0,7.9,22.0,Acquire,M
3866,3866,The Sims 2: Open for Business,PC,2006.0,Simulation,Electronic Arts,0.46,0.05,0.0,0.0,0.52,78.0,29.0,8.6,35.0,Maxis,T
3867,3867,Rune Factory 2: A Fantasy Harvest Moon,DS,2008.0,Role-Playing,Rising Star Games,0.32,0.03,0.15,0.03,0.52,77.0,14.0,7.9,30.0,Neverland,E
3868,3868,Harry Potter and the Prisoner of Azkaban,GBA,2004.0,Action,Electronic Arts,0.37,0.14,0.0,0.01,0.52,69.0,11.0,8.1,12.0,Griptonite Games,E
3869,3869,Omega Boost,PS,1999.0,Shooter,Sony Computer Entertainment,0.17,0.11,0.2,0.03,0.52,,,,,,
3870,3870,NFL 2K3,XB,2002.0,Sports,Sega,0.38,0.11,0.0,0.02,0.52,,,,,,
3871,3871,Cars 2,PS3,2011.0,Racing,Disney Interactive Studios,0.22,0.21,0.0,0.09,0.52,,,,,,
3872,3872,Go Diego Go! Safari Rescue,Wii,2008.0,Action,Take-Two Interactive,0.47,0.0,0.0,0.04,0.52,,,,,,
3873,3873,SimAnimals,DS,2009.0,Simulation,Electronic Arts,0.26,0.2,0.0,0.05,0.52,70.0,10.0,7.5,4.0,Electronic Arts,E
3874,3874,NBA Live 2002,PS,2001.0,Sports,Electronic Arts,0.29,0.19,0.0,0.03,0.52,81.0,6.0,8.8,9.0,EA Canada,E
3875,3875,Jampack Winter 2002,PS2,2002.0,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.52,,,,,,
3876,3876,LEGO Marvel Super Heroes,PSV,2013.0,Action,Warner Bros. Interactive Entertainment,0.11,0.29,0.0,0.11,0.51,,,,,,
3877,3877,Way of the Samurai,PS2,2002.0,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51,74.0,22.0,8.2,19.0,Acquire,M
